Altitude,Treatment,Temp,Moisture,Day,Rtime
Low Altitude,Control,16.06,0.0295,172,20/06/2013 18:00
Low Altitude,Control,14.805,0.03,172,20/06/2013 19:00
Low Altitude,Control,14.535,0.03,172,20/06/2013 20:00
Low Altitude,Control,14.475,0.0305,172,20/06/2013 21:00
Low Altitude,Control,14.29,0.031,172,20/06/2013 22:00
Low Altitude,Control,13.995,0.0315,172,20/06/2013 23:00
Low Altitude,Control,13.79,0.032,172,21/06/2013 00:00
Low Altitude,Control,13.63,0.032,172,21/06/2013 01:00
Low Altitude,Control,13.44,0.0325,172,21/06/2013 02:00
Low Altitude,Control,13.31,0.033,172,21/06/2013 03:00
Low Altitude,Control,13.31,0.032,172,21/06/2013 04:00
Low Altitude,Control,13.375,0.0315,172,21/06/2013 05:00
Low Altitude,Control,13.41,0.0315,172,21/06/2013 06:00
Low Altitude,Control,13.57,0.03,172,21/06/2013 07:00
Low Altitude,Control,13.735,0.029,172,21/06/2013 08:00
Low Altitude,Control,13.895,0.0265,172,21/06/2013 09:00
Low Altitude,Control,14.625,0.025,172,21/06/2013 10:00
Low Altitude,Control,15.38,0.0235,172,21/06/2013 11:00
Low Altitude,Control,16.4,0.0225,173,21/06/2013 12:00
Low Altitude,Control,17.36,0.022,173,21/06/2013 13:00
Low Altitude,Control,18.27,0.0215,173,21/06/2013 14:00
Low Altitude,Control,18.375,0.022,173,21/06/2013 15:00
Low Altitude,Control,21.605,0.0225,173,21/06/2013 16:00
Low Altitude,Control,23.225,0.0225,173,21/06/2013 17:00
Low Altitude,Control,24.145,0.0225,173,21/06/2013 18:00
Low Altitude,Control,24.96,0.023,173,21/06/2013 19:00
Low Altitude,Control,23.77,0.024,173,21/06/2013 20:00
Low Altitude,Control,21.345,0.024,173,21/06/2013 21:00
Low Altitude,Control,18.65,0.0245,173,21/06/2013 22:00
Low Altitude,Control,16.77,0.025,173,21/06/2013 23:00
Low Altitude,Control,15.965,0.0255,173,22/06/2013 00:00
Low Altitude,Control,15.375,0.026,173,22/06/2013 01:00
Low Altitude,Control,14.125,0.0265,173,22/06/2013 02:00
Low Altitude,Control,13.36,0.0265,173,22/06/2013 03:00
Low Altitude,Control,12.47,0.027,173,22/06/2013 04:00
Low Altitude,Control,12.205,0.026,173,22/06/2013 05:00
Low Altitude,Control,12.15,0.025,173,22/06/2013 06:00
Low Altitude,Control,12.23,0.0235,173,22/06/2013 07:00
Low Altitude,Control,13.44,0.022,173,22/06/2013 08:00
Low Altitude,Control,16.03,0.021,173,22/06/2013 09:00
Low Altitude,Control,17.93,0.0205,173,22/06/2013 10:00
Low Altitude,Control,19.415,0.0215,173,22/06/2013 11:00
Low Altitude,Control,18.425,0.031,174,22/06/2013 12:00
Low Altitude,Control,18.135,0.065,174,22/06/2013 13:00
Low Altitude,Control,17.615,0.167,174,22/06/2013 14:00
Low Altitude,Control,17.5,0.169,174,22/06/2013 15:00
Low Altitude,Control,18.54,0.1665,174,22/06/2013 16:00
Low Altitude,Control,18.07,0.161,174,22/06/2013 17:00
Low Altitude,Control,15.88,0.1645,174,22/06/2013 18:00
Low Altitude,Control,15.095,0.172,174,22/06/2013 19:00
Low Altitude,Control,14.24,0.1635,174,22/06/2013 20:00
Low Altitude,Control,13.845,0.16,174,22/06/2013 21:00
Low Altitude,Control,13.395,0.159,174,22/06/2013 22:00
Low Altitude,Control,12.89,0.1565,174,22/06/2013 23:00
Low Altitude,Control,11.88,0.1555,174,23/06/2013 00:00
Low Altitude,Control,11.44,0.154,174,23/06/2013 01:00
Low Altitude,Control,11.65,0.1535,174,23/06/2013 02:00
Low Altitude,Control,11.585,0.1525,174,23/06/2013 03:00
Low Altitude,Control,12.095,0.1515,174,23/06/2013 04:00
Low Altitude,Control,12.14,0.1505,174,23/06/2013 05:00
Low Altitude,Control,12.105,0.151,174,23/06/2013 06:00
Low Altitude,Control,12.68,0.1505,174,23/06/2013 07:00
Low Altitude,Control,13.23,0.1495,174,23/06/2013 08:00
Low Altitude,Control,13.98,0.1485,174,23/06/2013 09:00
Low Altitude,Control,14.765,0.147,174,23/06/2013 10:00
Low Altitude,Control,15.805,0.1475,174,23/06/2013 11:00
Low Altitude,Control,17.425,0.1455,175,23/06/2013 12:00
Low Altitude,Control,17.61,0.1425,175,23/06/2013 13:00
Low Altitude,Control,17.225,0.1365,175,23/06/2013 14:00
Low Altitude,Control,16.85,0.1295,175,23/06/2013 15:00
Low Altitude,Control,17.12,0.126,175,23/06/2013 16:00
Low Altitude,Control,18.84,0.123,175,23/06/2013 17:00
Low Altitude,Control,19.225,0.1225,175,23/06/2013 18:00
Low Altitude,Control,17.465,0.122,175,23/06/2013 19:00
Low Altitude,Control,15.48,0.121,175,23/06/2013 20:00
Low Altitude,Control,14.21,0.12,175,23/06/2013 21:00
Low Altitude,Control,13.1,0.1205,175,23/06/2013 22:00
Low Altitude,Control,12.985,0.131,175,23/06/2013 23:00
Low Altitude,Control,12.875,0.144,175,24/06/2013 00:00
Low Altitude,Control,12.42,0.1685,175,24/06/2013 01:00
Low Altitude,Control,11.535,0.159,175,24/06/2013 02:00
Low Altitude,Control,11.46,0.1565,175,24/06/2013 03:00
Low Altitude,Control,11.535,0.1545,175,24/06/2013 04:00
Low Altitude,Control,11.64,0.152,175,24/06/2013 05:00
Low Altitude,Control,11.69,0.1475,175,24/06/2013 06:00
Low Altitude,Control,11.89,0.1375,175,24/06/2013 07:00
Low Altitude,Control,12.565,0.1325,175,24/06/2013 08:00
Low Altitude,Control,12.85,0.1355,175,24/06/2013 09:00
Low Altitude,Control,13.37,0.1595,175,24/06/2013 10:00
Low Altitude,Control,13.67,0.1515,175,24/06/2013 11:00
Low Altitude,Control,13.79,0.143,176,24/06/2013 12:00
Low Altitude,Control,16.095,0.142,176,24/06/2013 13:00
Low Altitude,Control,17.695,0.1545,176,24/06/2013 14:00
Low Altitude,Control,18.29,0.1755,176,24/06/2013 15:00
Low Altitude,Control,17.925,0.1645,176,24/06/2013 16:00
Low Altitude,Control,18.365,0.16,176,24/06/2013 17:00
Low Altitude,Control,17.865,0.157,176,24/06/2013 18:00
Low Altitude,Control,17.155,0.154,176,24/06/2013 19:00
Low Altitude,Control,17.105,0.153,176,24/06/2013 20:00
Low Altitude,Control,15.445,0.1525,176,24/06/2013 21:00
Low Altitude,Control,13.86,0.151,176,24/06/2013 22:00
Low Altitude,Control,11.03,0.1505,176,24/06/2013 23:00
Low Altitude,Control,8.61,0.15,176,25/06/2013 00:00
Low Altitude,Control,7.5525,0.151,176,25/06/2013 01:00
Low Altitude,Control,7.5185,0.15,176,25/06/2013 02:00
Low Altitude,Control,7.3085,0.15,176,25/06/2013 03:00
Low Altitude,Control,6.923,0.1485,176,25/06/2013 04:00
Low Altitude,Control,6.57,0.1485,176,25/06/2013 05:00
Low Altitude,Control,7.5055,0.147,176,25/06/2013 06:00
Low Altitude,Control,9.31,0.145,176,25/06/2013 07:00
Low Altitude,Control,11.905,0.1385,176,25/06/2013 08:00
Low Altitude,Control,14.995,0.133,176,25/06/2013 09:00
Low Altitude,Control,17.58,0.1285,176,25/06/2013 10:00
Low Altitude,Control,19.41,0.124,176,25/06/2013 11:00
Low Altitude,Control,21,0.117,177,25/06/2013 12:00
Low Altitude,Control,21.99,0.104,177,25/06/2013 13:00
Low Altitude,Control,23.01,0.095,177,25/06/2013 14:00
Low Altitude,Control,23.97,0.089,177,25/06/2013 15:00
Low Altitude,Control,25.15,0.086,177,25/06/2013 16:00
Low Altitude,Control,23.84,0.0845,177,25/06/2013 17:00
Low Altitude,Control,24.195,0.0845,177,25/06/2013 18:00
Low Altitude,Control,22.655,0.0835,177,25/06/2013 19:00
Low Altitude,Control,21.32,0.083,177,25/06/2013 20:00
Low Altitude,Control,17.355,0.0825,177,25/06/2013 21:00
Low Altitude,Control,13.53,0.0825,177,25/06/2013 22:00
Low Altitude,Control,10.995,0.0825,177,25/06/2013 23:00
Low Altitude,Control,9.455,0.0825,177,26/06/2013 00:00
Low Altitude,Control,8.71,0.0825,177,26/06/2013 01:00
Low Altitude,Control,8.33,0.082,177,26/06/2013 02:00
Low Altitude,Control,7.4395,0.082,177,26/06/2013 03:00
Low Altitude,Control,7.5305,0.0865,177,26/06/2013 04:00
Low Altitude,Control,9.265,0.114,177,26/06/2013 05:00
Low Altitude,Control,10.68,0.1135,177,26/06/2013 06:00
Low Altitude,Control,12.05,0.112,177,26/06/2013 07:00
Low Altitude,Control,14.065,0.113,177,26/06/2013 08:00
Low Altitude,Control,16.775,0.1135,177,26/06/2013 09:00
Low Altitude,Control,19.51,0.11,177,26/06/2013 10:00
Low Altitude,Control,21.645,0.107,177,26/06/2013 11:00
Low Altitude,Control,23.165,0.105,178,26/06/2013 12:00
Low Altitude,Control,23.14,0.102,178,26/06/2013 13:00
Low Altitude,Control,22.95,0.1005,178,26/06/2013 14:00
Low Altitude,Control,23.455,0.0995,178,26/06/2013 15:00
Low Altitude,Control,23.435,0.097,178,26/06/2013 16:00
Low Altitude,Control,22.675,0.096,178,26/06/2013 17:00
Low Altitude,Control,22.405,0.0945,178,26/06/2013 18:00
Low Altitude,Control,19.83,0.0945,178,26/06/2013 19:00
Low Altitude,Control,16.995,0.094,178,26/06/2013 20:00
Low Altitude,Control,15.575,0.094,178,26/06/2013 21:00
Low Altitude,Control,14.655,0.094,178,26/06/2013 22:00
Low Altitude,Control,13.865,0.0935,178,26/06/2013 23:00
Low Altitude,Control,13.535,0.0935,178,27/06/2013 00:00
Low Altitude,Control,13.245,0.094,178,27/06/2013 01:00
Low Altitude,Control,12.545,0.0945,178,27/06/2013 02:00
Low Altitude,Control,11.995,0.097,178,27/06/2013 03:00
Low Altitude,Control,11.645,0.099,178,27/06/2013 04:00
Low Altitude,Control,11.385,0.1,178,27/06/2013 05:00
Low Altitude,Control,10.73,0.099,178,27/06/2013 06:00
Low Altitude,Control,11.555,0.096,178,27/06/2013 07:00
Low Altitude,Control,14.92,0.0925,178,27/06/2013 08:00
Low Altitude,Control,18.07,0.0885,178,27/06/2013 09:00
Low Altitude,Control,20.04,0.0845,178,27/06/2013 10:00
Low Altitude,Control,20.74,0.081,178,27/06/2013 11:00
Low Altitude,Control,20.915,0.077,179,27/06/2013 12:00
Low Altitude,Control,21.48,0.0755,179,27/06/2013 13:00
Low Altitude,Control,23.095,0.074,179,27/06/2013 14:00
Low Altitude,Control,22.375,0.0725,179,27/06/2013 15:00
Low Altitude,Control,20.86,0.0715,179,27/06/2013 16:00
Low Altitude,Control,17.695,0.071,179,27/06/2013 17:00
Low Altitude,Control,15.62,0.071,179,27/06/2013 18:00
Low Altitude,Control,14.44,0.071,179,27/06/2013 19:00
Low Altitude,Control,13.455,0.0715,179,27/06/2013 20:00
Low Altitude,Control,13.145,0.072,179,27/06/2013 21:00
Low Altitude,Control,12.995,0.0725,179,27/06/2013 22:00
Low Altitude,Control,12.935,0.0725,179,27/06/2013 23:00
Low Altitude,Control,12.79,0.0735,179,28/06/2013 00:00
Low Altitude,Control,12.82,0.0745,179,28/06/2013 01:00
Low Altitude,Control,12.92,0.0745,179,28/06/2013 02:00
Low Altitude,Control,13.08,0.075,179,28/06/2013 03:00
Low Altitude,Control,13.26,0.075,179,28/06/2013 04:00
Low Altitude,Control,13.305,0.0745,179,28/06/2013 05:00
Low Altitude,Control,13.51,0.0735,179,28/06/2013 06:00
Low Altitude,Control,14.15,0.0715,179,28/06/2013 07:00
Low Altitude,Control,15.16,0.069,179,28/06/2013 08:00
Low Altitude,Control,15.405,0.0675,179,28/06/2013 09:00
Low Altitude,Control,15.73,0.067,179,28/06/2013 10:00
Low Altitude,Control,16.35,0.066,179,28/06/2013 11:00
Low Altitude,Control,17.01,0.065,180,28/06/2013 12:00
Low Altitude,Control,17.495,0.064,180,28/06/2013 13:00
Low Altitude,Control,18.305,0.0635,180,28/06/2013 14:00
Low Altitude,Control,19.555,0.0625,180,28/06/2013 15:00
Low Altitude,Control,19.62,0.0625,180,28/06/2013 16:00
Low Altitude,Control,19.08,0.0625,180,28/06/2013 17:00
Low Altitude,Control,18.185,0.063,180,28/06/2013 18:00
Low Altitude,Control,17.74,0.063,180,28/06/2013 19:00
Low Altitude,Control,18,0.063,180,28/06/2013 20:00
Low Altitude,Control,17.59,0.0635,180,28/06/2013 21:00
Low Altitude,Control,16.86,0.0635,180,28/06/2013 22:00
Low Altitude,Control,15.78,0.0635,180,28/06/2013 23:00
Low Altitude,Control,13.99,0.064,180,29/06/2013 00:00
Low Altitude,Control,12.705,0.064,180,29/06/2013 01:00
Low Altitude,Control,11.88,0.065,180,29/06/2013 02:00
Low Altitude,Control,10.855,0.066,180,29/06/2013 03:00
Low Altitude,Control,10.625,0.066,180,29/06/2013 04:00
Low Altitude,Control,10.945,0.0655,180,29/06/2013 05:00
Low Altitude,Control,11.195,0.0645,180,29/06/2013 06:00
Low Altitude,Control,11.56,0.063,180,29/06/2013 07:00
Low Altitude,Control,12.355,0.062,180,29/06/2013 08:00
Low Altitude,Control,13.85,0.0615,180,29/06/2013 09:00
Low Altitude,Control,15.255,0.06,180,29/06/2013 10:00
Low Altitude,Control,17.35,0.059,180,29/06/2013 11:00
Low Altitude,Control,18.94,0.059,181,29/06/2013 12:00
Low Altitude,Control,20.3,0.0635,181,29/06/2013 13:00
Low Altitude,Control,21.65,0.074,181,29/06/2013 14:00
Low Altitude,Control,22.615,0.0975,181,29/06/2013 15:00
Low Altitude,Control,23.495,0.1055,181,29/06/2013 16:00
Low Altitude,Control,23.335,0.1085,181,29/06/2013 17:00
Low Altitude,Control,23.3,0.1085,181,29/06/2013 18:00
Low Altitude,Control,22.38,0.1085,181,29/06/2013 19:00
Low Altitude,Control,20.745,0.1075,181,29/06/2013 20:00
Low Altitude,Control,19.225,0.1075,181,29/06/2013 21:00
Low Altitude,Control,17.785,0.107,181,29/06/2013 22:00
Low Altitude,Control,16.805,0.1065,181,29/06/2013 23:00
Low Altitude,Control,16.22,0.1065,181,30/06/2013 00:00
Low Altitude,Control,15.845,0.1065,181,30/06/2013 01:00
Low Altitude,Control,14.765,0.107,181,30/06/2013 02:00
Low Altitude,Control,13.035,0.107,181,30/06/2013 03:00
Low Altitude,Control,12.205,0.1125,181,30/06/2013 04:00
Low Altitude,Control,11.805,0.1415,181,30/06/2013 05:00
Low Altitude,Control,12.625,0.1585,181,30/06/2013 06:00
Low Altitude,Control,14.78,0.187,181,30/06/2013 07:00
Low Altitude,Control,17.805,0.198,181,30/06/2013 08:00
Low Altitude,Control,20.25,0.2035,181,30/06/2013 09:00
Low Altitude,Control,21.77,0.196,181,30/06/2013 10:00
Low Altitude,Control,22.76,0.189,181,30/06/2013 11:00
Low Altitude,Control,24.43,0.1875,182,30/06/2013 12:00
Low Altitude,Control,25.59,0.1995,182,30/06/2013 13:00
Low Altitude,Control,26.085,0.199,182,30/06/2013 14:00
Low Altitude,Control,27.315,0.201,182,30/06/2013 15:00
Low Altitude,Control,28.31,0.196,182,30/06/2013 16:00
Low Altitude,Control,28.44,0.1925,182,30/06/2013 17:00
Low Altitude,Control,27.205,0.1905,182,30/06/2013 18:00
Low Altitude,Control,24.16,0.1875,182,30/06/2013 19:00
Low Altitude,Control,21.475,0.1855,182,30/06/2013 20:00
Low Altitude,Control,19.83,0.184,182,30/06/2013 21:00
Low Altitude,Control,17.76,0.1825,182,30/06/2013 22:00
Low Altitude,Control,16.59,0.181,182,30/06/2013 23:00
Low Altitude,Control,16.165,0.1805,182,01/07/2013 00:00
Low Altitude,Control,15.77,0.18,182,01/07/2013 01:00
Low Altitude,Control,15.435,0.1785,182,01/07/2013 02:00
Low Altitude,Control,15.025,0.178,182,01/07/2013 03:00
Low Altitude,Control,14.325,0.1775,182,01/07/2013 04:00
Low Altitude,Control,13.125,0.175,182,01/07/2013 05:00
Low Altitude,Control,11.7,0.1695,182,01/07/2013 06:00
Low Altitude,Control,13.125,0.161,182,01/07/2013 07:00
Low Altitude,Control,14.34,0.1525,182,01/07/2013 08:00
Low Altitude,Control,16.73,0.1425,182,01/07/2013 09:00
Low Altitude,Control,18.245,0.137,182,01/07/2013 10:00
Low Altitude,Control,19.58,0.1305,182,01/07/2013 11:00
Low Altitude,Control,20.355,0.1235,183,01/07/2013 12:00
Low Altitude,Control,18.88,0.119,183,01/07/2013 13:00
Low Altitude,Control,18.715,0.114,183,01/07/2013 14:00
Low Altitude,Control,22.025,0.11,183,01/07/2013 15:00
Low Altitude,Control,22.425,0.108,183,01/07/2013 16:00
Low Altitude,Control,21.325,0.1065,183,01/07/2013 17:00
Low Altitude,Control,20.435,0.1055,183,01/07/2013 18:00
Low Altitude,Control,20.08,0.1045,183,01/07/2013 19:00
Low Altitude,Control,19.505,0.104,183,01/07/2013 20:00
Low Altitude,Control,17.335,0.104,183,01/07/2013 21:00
Low Altitude,Control,12.96,0.103,183,01/07/2013 22:00
Low Altitude,Control,9.59,0.1025,183,01/07/2013 23:00
Low Altitude,Control,7.706,0.103,183,02/07/2013 00:00
Low Altitude,Control,6.813,0.103,183,02/07/2013 01:00
Low Altitude,Control,6.311,0.1035,183,02/07/2013 02:00
Low Altitude,Control,5.857,0.1065,183,02/07/2013 03:00
Low Altitude,Control,6.3595,0.108,183,02/07/2013 04:00
Low Altitude,Control,7.7225,0.107,183,02/07/2013 05:00
Low Altitude,Control,8.43,0.105,183,02/07/2013 06:00
Low Altitude,Control,9.99,0.1035,183,02/07/2013 07:00
Low Altitude,Control,11.34,0.1005,183,02/07/2013 08:00
Low Altitude,Control,13.865,0.096,183,02/07/2013 09:00
Low Altitude,Control,15.2,0.093,183,02/07/2013 10:00
Low Altitude,Control,15.985,0.089,183,02/07/2013 11:00
Low Altitude,Control,18.34,0.0855,184,02/07/2013 12:00
Low Altitude,Control,18.625,0.083,184,02/07/2013 13:00
Low Altitude,Control,18.345,0.0805,184,02/07/2013 14:00
Low Altitude,Control,18.7,0.079,184,02/07/2013 15:00
Low Altitude,Control,18.595,0.0785,184,02/07/2013 16:00
Low Altitude,Control,18.095,0.078,184,02/07/2013 17:00
Low Altitude,Control,17.345,0.0775,184,02/07/2013 18:00
Low Altitude,Control,17.22,0.0775,184,02/07/2013 19:00
Low Altitude,Control,17.095,0.078,184,02/07/2013 20:00
Low Altitude,Control,17.125,0.078,184,02/07/2013 21:00
Low Altitude,Control,16.6,0.078,184,02/07/2013 22:00
Low Altitude,Control,16.115,0.0785,184,02/07/2013 23:00
Low Altitude,Control,15.79,0.079,184,03/07/2013 00:00
Low Altitude,Control,15.44,0.0785,184,03/07/2013 01:00
Low Altitude,Control,15.075,0.079,184,03/07/2013 02:00
Low Altitude,Control,14.65,0.0795,184,03/07/2013 03:00
Low Altitude,Control,14.435,0.08,184,03/07/2013 04:00
Low Altitude,Control,14.44,0.0795,184,03/07/2013 05:00
Low Altitude,Control,14.57,0.0785,184,03/07/2013 06:00
Low Altitude,Control,14.99,0.076,184,03/07/2013 07:00
Low Altitude,Control,16.16,0.0735,184,03/07/2013 08:00
Low Altitude,Control,18.3,0.073,184,03/07/2013 09:00
Low Altitude,Control,19.08,0.0735,184,03/07/2013 10:00
Low Altitude,Control,19.22,0.0715,184,03/07/2013 11:00
Low Altitude,Control,19.55,0.0695,185,03/07/2013 12:00
Low Altitude,Control,20.895,0.068,185,03/07/2013 13:00
Low Altitude,Control,21.075,0.0675,185,03/07/2013 14:00
Low Altitude,Control,22.1,0.0665,185,03/07/2013 15:00
Low Altitude,Control,23.895,0.0655,185,03/07/2013 16:00
Low Altitude,Control,23.145,0.065,185,03/07/2013 17:00
Low Altitude,Control,21.51,0.065,185,03/07/2013 18:00
Low Altitude,Control,21.2,0.0655,185,03/07/2013 19:00
Low Altitude,Control,19.62,0.0655,185,03/07/2013 20:00
Low Altitude,Control,16.68,0.066,185,03/07/2013 21:00
Low Altitude,Control,15.77,0.0665,185,03/07/2013 22:00
Low Altitude,Control,14.34,0.067,185,03/07/2013 23:00
Low Altitude,Control,13.76,0.0675,185,04/07/2013 00:00
Low Altitude,Control,12.75,0.068,185,04/07/2013 01:00
Low Altitude,Control,11.65,0.069,185,04/07/2013 02:00
Low Altitude,Control,10.83,0.0695,185,04/07/2013 03:00
Low Altitude,Control,10.385,0.0705,185,04/07/2013 04:00
Low Altitude,Control,10.21,0.0705,185,04/07/2013 05:00
Low Altitude,Control,10.855,0.0695,185,04/07/2013 06:00
Low Altitude,Control,12.765,0.0695,185,04/07/2013 07:00
Low Altitude,Control,15.015,0.0685,185,04/07/2013 08:00
Low Altitude,Control,17.33,0.067,185,04/07/2013 09:00
Low Altitude,Control,19.355,0.0665,185,04/07/2013 10:00
Low Altitude,Control,22.26,0.0665,185,04/07/2013 11:00
Low Altitude,Control,23.885,0.066,186,04/07/2013 12:00
Low Altitude,Control,25.16,0.0675,186,04/07/2013 13:00
Low Altitude,Control,24.515,0.0675,186,04/07/2013 14:00
Low Altitude,Control,25.84,0.0675,186,04/07/2013 15:00
Low Altitude,Control,28.425,0.068,186,04/07/2013 16:00
Low Altitude,Control,28.21,0.068,186,04/07/2013 17:00
Low Altitude,Control,26.635,0.0675,186,04/07/2013 18:00
Low Altitude,Control,26.075,0.0675,186,04/07/2013 19:00
Low Altitude,Control,23.75,0.068,186,04/07/2013 20:00
Low Altitude,Control,21.195,0.069,186,04/07/2013 21:00
Low Altitude,Control,17.75,0.0845,186,04/07/2013 22:00
Low Altitude,Control,15.235,0.164,186,04/07/2013 23:00
Low Altitude,Control,14.22,0.1865,186,05/07/2013 00:00
Low Altitude,Control,13.455,0.1985,186,05/07/2013 01:00
Low Altitude,Control,11.605,0.199,186,05/07/2013 02:00
Low Altitude,Control,10.42,0.197,186,05/07/2013 03:00
Low Altitude,Control,9.845,0.196,186,05/07/2013 04:00
Low Altitude,Control,9.625,0.1915,186,05/07/2013 05:00
Low Altitude,Control,9.62,0.1855,186,05/07/2013 06:00
Low Altitude,Control,11.715,0.1795,186,05/07/2013 07:00
Low Altitude,Control,14.84,0.173,186,05/07/2013 08:00
Low Altitude,Control,18.415,0.163,186,05/07/2013 09:00
Low Altitude,Control,21.155,0.1555,186,05/07/2013 10:00
Low Altitude,Control,23.35,0.15,186,05/07/2013 11:00
Low Altitude,Control,24.915,0.144,187,05/07/2013 12:00
Low Altitude,Control,26.04,0.1365,187,05/07/2013 13:00
Low Altitude,Control,27.135,0.1325,187,05/07/2013 14:00
Low Altitude,Control,28.045,0.1285,187,05/07/2013 15:00
Low Altitude,Control,29.04,0.124,187,05/07/2013 16:00
Low Altitude,Control,29.505,0.122,187,05/07/2013 17:00
Low Altitude,Control,29.405,0.1205,187,05/07/2013 18:00
Low Altitude,Control,28.475,0.1195,187,05/07/2013 19:00
Low Altitude,Control,26.85,0.1185,187,05/07/2013 20:00
Low Altitude,Control,23.81,0.117,187,05/07/2013 21:00
Low Altitude,Control,19.715,0.116,187,05/07/2013 22:00
Low Altitude,Control,16.725,0.116,187,05/07/2013 23:00
Low Altitude,Control,15.13,0.115,187,06/07/2013 00:00
Low Altitude,Control,14.455,0.115,187,06/07/2013 01:00
Low Altitude,Control,13.475,0.1165,187,06/07/2013 02:00
Low Altitude,Control,12.71,0.119,187,06/07/2013 03:00
Low Altitude,Control,12.16,0.1205,187,06/07/2013 04:00
Low Altitude,Control,11.945,0.121,187,06/07/2013 05:00
Low Altitude,Control,11.745,0.122,187,06/07/2013 06:00
Low Altitude,Control,12.91,0.1205,187,06/07/2013 07:00
Low Altitude,Control,15.39,0.1185,187,06/07/2013 08:00
Low Altitude,Control,18.985,0.1135,187,06/07/2013 09:00
Low Altitude,Control,22.615,0.1115,187,06/07/2013 10:00
Low Altitude,Control,24.93,0.11,187,06/07/2013 11:00
Low Altitude,Control,26.555,0.105,188,06/07/2013 12:00
Low Altitude,Control,27.465,0.1005,188,06/07/2013 13:00
Low Altitude,Control,28.595,0.0975,188,06/07/2013 14:00
Low Altitude,Control,29.47,0.095,188,06/07/2013 15:00
Low Altitude,Control,30.23,0.0935,188,06/07/2013 16:00
Low Altitude,Control,30.625,0.092,188,06/07/2013 17:00
Low Altitude,Control,30.51,0.091,188,06/07/2013 18:00
Low Altitude,Control,28.89,0.0905,188,06/07/2013 19:00
Low Altitude,Control,26.545,0.0905,188,06/07/2013 20:00
Low Altitude,Control,23.525,0.09,188,06/07/2013 21:00
Low Altitude,Control,19.22,0.09,188,06/07/2013 22:00
Low Altitude,Control,16.33,0.09,188,06/07/2013 23:00
Low Altitude,Control,14.79,0.09,188,07/07/2013 00:00
Low Altitude,Control,13.865,0.09,188,07/07/2013 01:00
Low Altitude,Control,13.525,0.091,188,07/07/2013 02:00
Low Altitude,Control,12.45,0.0925,188,07/07/2013 03:00
Low Altitude,Control,11.6,0.0945,188,07/07/2013 04:00
Low Altitude,Control,11.305,0.095,188,07/07/2013 05:00
Low Altitude,Control,11.23,0.094,188,07/07/2013 06:00
Low Altitude,Control,13.785,0.091,188,07/07/2013 07:00
Low Altitude,Control,17.585,0.0875,188,07/07/2013 08:00
Low Altitude,Control,21.295,0.084,188,07/07/2013 09:00
Low Altitude,Control,24.395,0.081,188,07/07/2013 10:00
Low Altitude,Control,26.755,0.0785,188,07/07/2013 11:00
Low Altitude,Control,28.68,0.0765,189,07/07/2013 12:00
Low Altitude,Control,30.315,0.075,189,07/07/2013 13:00
Low Altitude,Control,31.83,0.0735,189,07/07/2013 14:00
Low Altitude,Control,31.735,0.0725,189,07/07/2013 15:00
Low Altitude,Control,31.47,0.0715,189,07/07/2013 16:00
Low Altitude,Control,31.415,0.0705,189,07/07/2013 17:00
Low Altitude,Control,30.365,0.0705,189,07/07/2013 18:00
Low Altitude,Control,28.845,0.071,189,07/07/2013 19:00
Low Altitude,Control,27.08,0.071,189,07/07/2013 20:00
Low Altitude,Control,24.075,0.0715,189,07/07/2013 21:00
Low Altitude,Control,19.655,0.0715,189,07/07/2013 22:00
Low Altitude,Control,16.785,0.072,189,07/07/2013 23:00
Low Altitude,Control,15.23,0.0725,189,08/07/2013 00:00
Low Altitude,Control,14.76,0.073,189,08/07/2013 01:00
Low Altitude,Control,15.12,0.074,189,08/07/2013 02:00
Low Altitude,Control,14.425,0.075,189,08/07/2013 03:00
Low Altitude,Control,13.66,0.076,189,08/07/2013 04:00
Low Altitude,Control,13.05,0.0765,189,08/07/2013 05:00
Low Altitude,Control,13.195,0.075,189,08/07/2013 06:00
Low Altitude,Control,14.51,0.073,189,08/07/2013 07:00
Low Altitude,Control,16.57,0.071,189,08/07/2013 08:00
Low Altitude,Control,19.275,0.068,189,08/07/2013 09:00
Low Altitude,Control,20.085,0.0665,189,08/07/2013 10:00
Low Altitude,Control,20.52,0.0645,189,08/07/2013 11:00
Low Altitude,Control,21.01,0.063,190,08/07/2013 12:00
Low Altitude,Control,21.02,0.062,190,08/07/2013 13:00
Low Altitude,Control,21.125,0.0615,190,08/07/2013 14:00
Low Altitude,Control,21.465,0.0605,190,08/07/2013 15:00
Low Altitude,Control,21.44,0.06,190,08/07/2013 16:00
Low Altitude,Control,21.19,0.06,190,08/07/2013 17:00
Low Altitude,Control,20.715,0.0605,190,08/07/2013 18:00
Low Altitude,Control,20.27,0.0605,190,08/07/2013 19:00
Low Altitude,Control,20.5,0.0605,190,08/07/2013 20:00
Low Altitude,Control,18.64,0.061,190,08/07/2013 21:00
Low Altitude,Control,15.115,0.0615,190,08/07/2013 22:00
Low Altitude,Control,12.895,0.0615,190,08/07/2013 23:00
Low Altitude,Control,11.27,0.062,190,09/07/2013 00:00
Low Altitude,Control,10.29,0.063,190,09/07/2013 01:00
Low Altitude,Control,9.66,0.0635,190,09/07/2013 02:00
Low Altitude,Control,9.105,0.065,190,09/07/2013 03:00
Low Altitude,Control,10.055,0.066,190,09/07/2013 04:00
